国家,确诊,治愈,死亡,日期
塞浦路斯,262,0,7,2020-04-01
安哥拉,7,0,2,2020-04-01
叙利亚,10,0,2,2020-04-01
芬兰,1384,10,17,2020-04-01
斯洛文尼亚,802,0,15,2020-04-01
尼日尔,34,0,3,2020-04-01
格鲁吉亚,115,22,0,2020-04-01
圭亚那,43,0,1,2020-04-01
泰国,1771,127,12,2020-04-01
美属维尔京群岛,30,0,0,2020-04-01
钻石公主号邮轮,712,574,10,2020-04-01
乌拉圭,338,41,1,2020-04-01
毛里求斯,154,0,5,2020-04-01
南非,1353,1,5,2020-04-01
哥伦比亚,906,31,16,2020-04-01
瑞典,4028,17,146,2020-04-01
法国,52128,9444,3523,2020-04-01
厄瓜多尔,1962,0,60,2020-04-01
玻利维亚,97,0,5,2020-04-01
比利时,13964,2132,828,2020-04-01
巴拿马,989,4,24,2020-04-01
多米尼加,901,0,42,2020-04-01
洪都拉斯,139,0,3,2020-04-01
智利,2738,156,12,2020-04-01
葡萄牙,8251,22,187,2020-04-01
意大利,105792,15729,12428,2020-04-01
波多黎各,174,0,6,2020-04-01
塞尔维亚,1060,0,23,2020-04-01
委内瑞拉,135,0,3,2020-04-01
哥斯达黎加,347,0,2,2020-04-01
法属圭亚那,43,0,0,2020-04-01
科特迪瓦,179,7,1,2020-04-01
海地,15,0,0,2020-04-01
阿尔及利亚,716,46,44,2020-04-01
刚果（金）,109,3,8,2020-04-01
北马其顿,329,1,7,2020-04-01
喀麦隆,233,3,6,2020-04-01
卡塔尔,781,62,2,2020-04-01
中非共和国,6,0,0,2020-04-01
马达加斯加,57,0,0,2020-04-01
丹麦,2860,1,90,2020-04-01
马约特,82,0,0,2020-04-01
尼加拉瓜,4,0,1,2020-04-01
加蓬,18,0,1,2020-04-01
澳大利亚,4860,119,20,2020-04-01
希腊,1314,19,49,2020-04-01
巴拉圭,65,1,3,2020-04-01
赤道几内亚,15,1,0,2020-04-01
索马里,5,0,0,2020-04-01
奥地利,9971,1095,128,2020-04-01
古巴,170,0,4,2020-04-01
刚果（布）,22,2,3,2020-04-01
吉布提,33,0,0,2020-04-01
佛得角,5,1,1,2020-04-01
几内亚,22,1,0,2020-04-01
黑山,109,0,1,2020-04-01
克罗地亚,867,67,6,2020-04-01
贝宁,6,0,0,2020-04-01
黎巴嫩,479,37,12,2020-04-01
莫桑比克,10,0,0,2020-04-01
纳米比亚,11,0,0,2020-04-01
乍得,5,0,0,2020-04-01
马里,31,0,3,2020-04-01
赞比亚共和国,36,0,0,2020-04-01
牙买加,36,0,1,2020-04-01
斯威士兰,9,0,0,2020-04-01
津巴布韦,8,0,1,2020-04-01
卢旺达,75,0,0,2020-04-01
斯里兰卡,142,16,2,2020-04-01
圣马力诺,242,2,25,2020-04-01
利比里亚,6,0,0,2020-04-01
多哥,36,10,2,2020-04-01
留尼旺,207,0,0,2020-04-01
挪威,4615,0,38,2020-04-01
塞拉利昂,1,0,0,2020-04-01
爱尔兰,3235,0,71,2020-04-01
马尔代夫,18,13,0,2020-04-01
斯洛伐克,400,3,1,2020-04-01
博茨瓦纳,4,0,1,2020-04-01
约旦,274,30,5,2020-04-01
安道尔,390,11,14,2020-04-01
坦桑尼亚,20,2,1,2020-04-01
马恩岛,42,0,0,2020-04-01
关岛,58,0,1,2020-04-01
马耳他,169,0,0,2020-04-01
泽西岛,63,0,2,2020-04-01
马来西亚,2908,645,45,2020-04-01
布隆迪共和国,2,0,0,2020-04-01
苏里南,9,0,0,2020-04-01
突尼斯,394,0,10,2020-04-01
马提尼克,111,0,2,2020-04-01
根西岛,45,0,0,2020-04-01
蒙古,12,0,0,2020-04-01
开曼群岛,12,0,1,2020-04-01
厄立特里亚,15,0,0,2020-04-01
法罗群岛,168,0,0,2020-04-01
直布罗陀,69,0,0,2020-04-01
瓜德罗普岛,106,0,4,2020-04-01
布基纳法索,261,32,14,2020-04-01
百慕大,22,0,0,2020-04-01
冰岛,1135,198,2,2020-04-01
乌干达,44,0,0,2020-04-01
特立尼达和多巴哥,82,0,3,2020-04-01
缅甸,16,0,1,2020-04-01
越南,212,58,0,2020-04-01
巴哈马,14,0,0,2020-04-01
阿鲁巴,50,0,0,2020-04-01
塞舌尔,10,0,0,2020-04-01
巴巴多斯,33,0,0,2020-04-01
摩纳哥,52,1,1,2020-04-01
法属波利尼西亚,36,0,0,2020-04-01
不丹,4,0,0,2020-04-01
安提瓜和巴布达,7,0,0,2020-04-01
特克斯和凯科斯群岛,5,0,0,2020-04-01
荷属圣马丁,6,0,0,2020-04-01
冈比亚,4,0,1,2020-04-01
柬埔寨,107,21,0,2020-04-01
圣马丁岛,18,0,1,2020-04-01
伯利兹,3,0,0,2020-04-01
圣文森特和格林纳丁斯,1,0,0,2020-04-01
北马里亚纳群岛联邦,6,0,1,2020-04-01
斐济,5,0,0,2020-04-01
库拉索岛,11,0,1,2020-04-01
东帝汶,1,0,0,2020-04-01
格林那达,9,0,0,2020-04-01
圣卢西亚,9,0,0,2020-04-01
新喀里多尼亚,15,0,0,2020-04-01
老挝,8,0,0,2020-04-01
多米尼克,11,0,0,2020-04-01
圣其茨和尼维斯,2,0,0,2020-04-01
列支敦士登,64,0,0,2020-04-01
格陵兰,10,0,0,2020-04-01
梵蒂冈,6,0,0,2020-04-01
蒙特塞拉特,5,0,0,2020-04-01
巴布亚新几内亚,1,0,0,2020-04-01
文莱,131,45,1,2020-04-01
英属维尔京群岛,2,0,0,2020-04-01
圣巴泰勒米岛,6,0,0,2020-04-01
安圭拉,2,0,0,2020-04-01
新西兰,647,50,1,2020-04-01
圣巴泰勒米,6,0,0,2020-04-01
中国,160549,148342,6600,2020-04-02
美国,216722,8672,5137,2020-04-02
巴西,6836,0,241,2020-04-02
印度,2069,156,53,2020-04-02
英国,33718,135,2921,2020-04-02
俄罗斯,3548,235,30,2020-04-02
孟加拉国,56,25,6,2020-04-02
秘鲁,1065,394,30,2020-04-02
墨西哥,1378,1,37,2020-04-02
西班牙,110238,22647,10003,2020-04-02
巴基斯坦,2238,85,31,2020-04-02
阿根廷,1133,240,32,2020-04-02
埃及,779,179,52,2020-04-02
沙特阿拉伯,1885,328,21,2020-04-02
菲律宾,2633,51,107,2020-04-02
印度尼西亚,1790,64,170,2020-04-02
荷兰,14697,2954,1339,2020-04-02
伊拉克,772,202,54,2020-04-02
加拿大,10121,1592,127,2020-04-02
乌克兰,804,13,20,2020-04-02
哈萨克斯坦,348,24,2,2020-04-02
危地马拉,36,0,1,2020-04-02
以色列,6360,226,33,2020-04-02
伊朗,50468,16711,3160,2020-04-02
阿曼,231,57,1,2020-04-02
尼日利亚,174,9,2,2020-04-02
土耳其,15679,333,277,2020-04-02
阿富汗,239,0,5,2020-04-02
亚美尼亚,663,33,4,2020-04-02
罗马尼亚,2245,220,69,2020-04-02
科威特,342,81,0,2020-04-02
阿联酋,814,61,8,2020-04-02
阿塞拜疆,400,26,5,2020-04-02
波兰,2554,13,43,2020-04-02
白俄罗斯,254,46,4,2020-04-02
肯尼亚,110,3,3,2020-04-02
吉尔吉斯斯坦,116,0,0,2020-04-02
巴勒斯坦,134,18,1,2020-04-02
摩尔多瓦,423,22,5,2020-04-02
乌兹别克斯坦,181,12,2,2020-04-02
尼泊尔,6,1,0,2020-04-02
萨尔瓦多,30,0,0,2020-04-02
日本,2526,404,71,2020-04-02
新加坡,1049,266,3,2020-04-02
德国,73522,8481,872,2020-04-02
捷克,3508,61,39,2020-04-02
波黑,413,17,12,2020-04-02
保加利亚,449,3,8,2020-04-02
苏丹,7,0,2,2020-04-02
巴林,635,341,4,2020-04-02
卢森堡,2319,0,29,2020-04-02
加纳,195,3,5,2020-04-02
埃塞俄比亚,29,2,0,2020-04-02
毛里塔尼亚,6,2,1,2020-04-02
塞内加尔,195,55,1,2020-04-02
摩洛哥,676,29,39,2020-04-02
阿尔巴尼亚,277,10,16,2020-04-02
瑞士,18267,1823,432,2020-04-02
几内亚比绍,9,0,0,2020-04-02
韩国,9976,5567,169,2020-04-02
利比亚,10,0,0,2020-04-02
立陶宛,581,1,8,2020-04-02
拉脱维亚,446,0,0,2020-04-02
爱沙尼亚,779,20,5,2020-04-02
匈牙利,585,42,21,2020-04-02
塞浦路斯,320,0,9,2020-04-02
安哥拉,8,1,2,2020-04-02
叙利亚,16,0,2,2020-04-02
芬兰,1446,10,17,2020-04-02
斯洛文尼亚,814,0,15,2020-04-02
尼日尔,74,0,5,2020-04-02
格鲁吉亚,130,26,0,2020-04-02
圭亚那,46,0,2,2020-04-02
泰国,1875,505,15,2020-04-02
美属维尔京群岛,30,0,0,2020-04-02
钻石公主号邮轮,712,574,10,2020-04-02
乌拉圭,338,41,1,2020-04-02
毛里求斯,169,0,7,2020-04-02
南非,1380,1,5,2020-04-02
哥伦比亚,906,31,16,2020-04-02
瑞典,4947,17,239,2020-04-02
法国,56989,10935,4032,2020-04-02
厄瓜多尔,2748,0,93,2020-04-02
玻利维亚,107,0,6,2020-04-02
比利时,15348,2132,1011,2020-04-02
巴拿马,989,4,24,2020-04-02
多米尼加,1109,0,51,2020-04-02
洪都拉斯,139,0,3,2020-04-02
智利,3031,234,16,2020-04-02
葡萄牙,9034,22,209,2020-04-02
意大利,110574,16847,13155,2020-04-02
波多黎各,239,0,8,2020-04-02
塞尔维亚,1171,0,31,2020-04-02
委内瑞拉,135,0,3,2020-04-02
哥斯达黎加,347,0,2,2020-04-02
法属圭亚那,46,0,0,2020-04-02
科特迪瓦,190,9,1,2020-04-02
海地,15,0,0,2020-04-02
阿尔及利亚,847,58,58,2020-04-02
刚果（金）,123,3,11,2020-04-02
北马其顿,329,1,9,2020-04-02
喀麦隆,284,10,7,2020-04-02
卡塔尔,835,71,2,2020-04-02
中非共和国,6,0,0,2020-04-02
马达加斯加,57,0,0,2020-04-02
丹麦,3107,894,104,2020-04-02
马约特,101,0,0,2020-04-02
尼加拉瓜,4,0,1,2020-04-02
加蓬,18,0,1,2020-04-02
澳大利亚,5133,119,23,2020-04-02
希腊,1415,19,50,2020-04-02
巴拉圭,65,1,3,2020-04-02
赤道几内亚,15,1,0,2020-04-02
索马里,5,0,0,2020-04-02
奥地利,10482,1436,146,2020-04-02
古巴,186,0,6,2020-04-02
刚果（布）,22,2,3,2020-04-02
吉布提,40,0,0,2020-04-02
佛得角,5,1,1,2020-04-02
几内亚,52,1,0,2020-04-02
黑山,109,0,2,2020-04-02
克罗地亚,867,67,6,2020-04-02
贝宁,13,1,0,2020-04-02
黎巴嫩,494,43,16,2020-04-02
莫桑比克,10,0,0,2020-04-02
纳米比亚,13,0,0,2020-04-02
乍得,7,0,0,2020-04-02
马里,31,0,3,2020-04-02
赞比亚共和国,39,0,1,2020-04-02
牙买加,36,0,1,2020-04-02
斯威士兰,9,0,0,2020-04-02
津巴布韦,8,0,1,2020-04-02
卢旺达,82,0,0,2020-04-02
斯里兰卡,150,21,3,2020-04-02
圣马力诺,242,2,26,2020-04-02
利比里亚,6,0,0,2020-04-02
多哥,39,17,2,2020-04-02
留尼旺,247,0,0,2020-04-02
挪威,4848,0,44,2020-04-02
塞拉利昂,2,0,0,2020-04-02
爱尔兰,3447,0,85,2020-04-02
马尔代夫,18,13,0,2020-04-02
斯洛伐克,426,3,1,2020-04-02
博茨瓦纳,4,0,1,2020-04-02
约旦,278,36,5,2020-04-02
安道尔,390,11,14,2020-04-02
坦桑尼亚,20,2,1,2020-04-02
马恩岛,52,0,0,2020-04-02
关岛,69,0,2,2020-04-02
马耳他,169,0,0,2020-04-02
泽西岛,63,0,2,2020-04-02
马来西亚,3116,767,50,2020-04-02
布隆迪共和国,2,0,0,2020-04-02
苏里南,9,0,0,2020-04-02
突尼斯,423,0,12,2020-04-02
马提尼克,119,0,2,2020-04-02
根西岛,60,0,1,2020-04-02
蒙古,12,0,0,2020-04-02
开曼群岛,12,0,1,2020-04-02
厄立特里亚,18,0,0,2020-04-02
法罗群岛,169,0,0,2020-04-02
直布罗陀,69,0,0,2020-04-02
瓜德罗普岛,114,0,5,2020-04-02
布基纳法索,288,50,16,2020-04-02
百慕大,27,0,0,2020-04-02
冰岛,1220,236,2,2020-04-02
乌干达,44,0,0,2020-04-02
特立尼达和多巴哥,85,0,3,2020-04-02
缅甸,20,0,1,2020-04-02
越南,227,75,0,2020-04-02
巴哈马,14,0,0,2020-04-02
阿鲁巴,55,0,0,2020-04-02
塞舌尔,10,0,0,2020-04-02
巴巴多斯,33,0,0,2020-04-02
摩纳哥,55,1,1,2020-04-02
法属波利尼西亚,37,0,0,2020-04-02
不丹,4,0,0,2020-04-02
安提瓜和巴布达,7,0,0,2020-04-02
特克斯和凯科斯群岛,5,0,0,2020-04-02
荷属圣马丁,6,0,0,2020-04-02
冈比亚,4,0,1,2020-04-02
柬埔寨,109,21,0,2020-04-02
圣马丁岛,18,0,2,2020-04-02
伯利兹,3,0,0,2020-04-02
北马里亚纳群岛联邦,6,0,1,2020-04-02
库拉索岛,11,0,1,2020-04-02
格林那达,9,0,0,2020-04-02
圣卢西亚,9,0,0,2020-04-02
新喀里多尼亚,16,0,0,2020-04-02
老挝,9,0,0,2020-04-02
多米尼克,11,0,0,2020-04-02
圣其茨和尼维斯,8,0,0,2020-04-02
列支敦士登,68,0,0,2020-04-02
格陵兰,10,0,0,2020-04-02
梵蒂冈,6,0,0,2020-04-02
蒙特塞拉特,5,0,0,2020-04-02
文莱,133,56,1,2020-04-02
英属维尔京群岛,3,0,0,2020-04-02
圣巴泰勒米岛,6,0,0,2020-04-02
安圭拉,2,0,0,2020-04-02
新西兰,723,50,1,2020-04-02
圣巴泰勒米,6,0,0,2020-04-02
中国,159503,147581,6604,2020-04-03
美国,245658,9311,6068,2020-04-03
巴西,7910,0,299,2020-04-03
印度,2547,163,181,2020-04-03
英国,38168,135,3605,2020-04-03
俄罗斯,4149,281,34,2020-04-03
孟加拉国,61,26,6,2020-04-03
秘鲁,1414,537,55,2020-04-03
墨西哥,1510,1,50,2020-04-03
西班牙,117710,30513,10935,2020-04-03
巴基斯坦,2419,107,34,2020-04-03
阿根廷,1265,240,36,2020-04-03
埃及,865,201,58,2020-04-03
沙特阿拉伯,1885,328,21,2020-04-03
菲律宾,3018,52,136,2020-04-03
印度尼西亚,1986,64,181,2020-04-03
荷兰,14697,2954,1339,2020-04-03
伊拉克,772,202,54,2020-04-03
加拿大,11283,1592,139,2020-04-03
乌克兰,942,19,23,2020-04-03
哈萨克斯坦,386,24,3,2020-04-03
危地马拉,39,0,1,2020-04-03
以色列,7030,338,37,2020-04-03
伊朗,53183,17935,3294,2020-04-03
阿曼,252,57,1,2020-04-03
尼日利亚,190,20,2,2020-04-03
土耳其,18135,415,356,2020-04-03
阿富汗,239,0,5,2020-04-03
亚美尼亚,736,43,7,2020-04-03
罗马尼亚,2460,220,85,2020-04-03
科威特,417,82,0,2020-04-03
阿联酋,1024,96,8,2020-04-03
阿塞拜疆,443,32,5,2020-04-03
波兰,2946,13,57,2020-04-03
白俄罗斯,254,46,4,2020-04-03
肯尼亚,122,4,3,2020-04-03
吉尔吉斯斯坦,125,0,1,2020-04-03
巴勒斯坦,160,18,1,2020-04-03
摩尔多瓦,505,22,6,2020-04-03
乌兹别克斯坦,205,25,2,2020-04-03
尼泊尔,6,1,0,2020-04-03
萨尔瓦多,32,0,1,2020-04-03
日本,3101,404,77,2020-04-03
新加坡,1114,266,5,2020-04-03
德国,79696,8481,1017,2020-04-03
捷克,3858,67,44,2020-04-03
波黑,464,17,13,2020-04-03
保加利亚,477,3,12,2020-04-03
苏丹,8,0,2,2020-04-03
巴林,672,372,4,2020-04-03
卢森堡,2487,0,30,2020-04-03
加纳,204,3,5,2020-04-03
埃塞俄比亚,35,2,3,2020-04-03
毛里塔尼亚,6,2,1,2020-04-03
塞内加尔,207,66,1,2020-04-03
摩洛哥,735,34,47,2020-04-03
阿尔巴尼亚,277,10,16,2020-04-03
瑞士,19303,1823,484,2020-04-03
几内亚比绍,9,0,0,2020-04-03
韩国,10062,6021,174,2020-04-03
利比亚,11,0,1,2020-04-03
立陶宛,649,1,9,2020-04-03
拉脱维亚,458,0,0,2020-04-03
爱沙尼亚,858,20,11,2020-04-03
匈牙利,632,43,26,2020-04-03
塞浦路斯,356,0,10,2020-04-03
安哥拉,8,1,2,2020-04-03
叙利亚,16,0,3,2020-04-03
芬兰,1518,10,19,2020-04-03
斯洛文尼亚,841,0,15,2020-04-03
尼日尔,98,0,5,2020-04-03
格鲁吉亚,139,26,0,2020-04-03
圭亚那,51,0,2,2020-04-03
泰国,1978,581,19,2020-04-03
美属维尔京群岛,30,0,0,2020-04-03
钻石公主号邮轮,712,574,11,2020-04-03
乌拉圭,369,68,4,2020-04-03
毛里求斯,169,0,7,2020-04-03
南非,1462,45,5,2020-04-03
哥伦比亚,1161,31,19,2020-04-03
瑞典,5565,17,307,2020-04-03
法国,59105,12428,4503,2020-04-03
厄瓜多尔,2748,0,146,2020-04-03
玻利维亚,115,0,7,2020-04-03
比利时,16770,2872,1143,2020-04-03
巴拿马,1181,4,30,2020-04-03
多米尼加,1284,0,57,2020-04-03
洪都拉斯,172,0,10,2020-04-03
智利,3404,335,18,2020-04-03
葡萄牙,9886,22,246,2020-04-03
意大利,115895,18278,13915,2020-04-03
波多黎各,286,0,11,2020-04-03
塞尔维亚,1185,0,31,2020-04-03
委内瑞拉,144,0,3,2020-04-03
哥斯达黎加,347,0,2,2020-04-03
法属圭亚那,51,0,0,2020-04-03
科特迪瓦,194,15,1,2020-04-03
海地,16,0,0,2020-04-03
阿尔及利亚,986,58,83,2020-04-03
刚果（金）,134,3,13,2020-04-03
北马其顿,354,1,11,2020-04-03
喀麦隆,306,10,8,2020-04-03
卡塔尔,949,72,5,2020-04-03
中非共和国,8,0,0,2020-04-03
马达加斯加,59,0,0,2020-04-03
丹麦,3386,894,123,2020-04-03
马约特,116,0,2,2020-04-03
尼加拉瓜,5,0,1,2020-04-03
加蓬,18,0,1,2020-04-03
澳大利亚,5350,119,25,2020-04-03
希腊,1613,19,59,2020-04-03
巴拉圭,92,1,3,2020-04-03
赤道几内亚,15,1,0,2020-04-03
索马里,5,0,0,2020-04-03
奥地利,10967,1749,158,2020-04-03
古巴,212,0,6,2020-04-03
刚果（布）,41,2,3,2020-04-03
马拉维,3,0,0,2020-04-03
吉布提,49,8,0,2020-04-03
佛得角,5,1,1,2020-04-03
几内亚,52,1,0,2020-04-03
黑山,120,0,2,2020-04-03
克罗地亚,1011,88,7,2020-04-03
贝宁,13,1,0,2020-04-03
黎巴嫩,508,46,17,2020-04-03
莫桑比克,10,0,0,2020-04-03
纳米比亚,14,3,0,2020-04-03
乍得,7,0,0,2020-04-03
马里,39,0,3,2020-04-03
赞比亚共和国,39,0,1,2020-04-03
牙买加,38,0,1,2020-04-03
斯威士兰,9,0,0,2020-04-03
津巴布韦,9,0,1,2020-04-03
卢旺达,84,0,0,2020-04-03
斯里兰卡,150,21,3,2020-04-03
圣马力诺,242,2,28,2020-04-03
利比里亚,6,0,0,2020-04-03
多哥,39,17,2,2020-04-03
留尼旺,281,0,0,2020-04-03
挪威,5125,0,48,2020-04-03
塞拉利昂,2,0,0,2020-04-03
爱尔兰,3849,0,98,2020-04-03
马尔代夫,18,13,0,2020-04-03
斯洛伐克,450,8,1,2020-04-03
博茨瓦纳,4,0,1,2020-04-03
约旦,299,45,5,2020-04-03
安道尔,439,16,16,2020-04-03
坦桑尼亚,20,3,1,2020-04-03
马恩岛,65,0,0,2020-04-03
关岛,77,0,3,2020-04-03
马耳他,188,0,0,2020-04-03
泽西岛,81,0,2,2020-04-03
马来西亚,3333,827,53,2020-04-03
布隆迪共和国,3,0,0,2020-04-03
苏里南,9,0,0,2020-04-03
突尼斯,455,0,14,2020-04-03
马提尼克,128,0,3,2020-04-03
根西岛,78,0,1,2020-04-03
蒙古,14,0,0,2020-04-03
开曼群岛,14,0,1,2020-04-03
厄立特里亚,22,0,0,2020-04-03
法罗群岛,173,0,0,2020-04-03
直布罗陀,69,0,0,2020-04-03
瓜德罗普岛,125,0,6,2020-04-03
布基纳法索,288,50,16,2020-04-03
百慕大,32,0,0,2020-04-03
冰岛,1319,284,4,2020-04-03
乌干达,45,0,0,2020-04-03
特立尼达和多巴哥,89,0,5,2020-04-03
缅甸,20,0,1,2020-04-03
越南,237,75,0,2020-04-03
巴哈马,15,0,0,2020-04-03
阿鲁巴,55,0,0,2020-04-03
塞舌尔,10,0,0,2020-04-03
巴巴多斯,33,0,0,2020-04-03
摩纳哥,60,1,1,2020-04-03
法属波利尼西亚,37,0,0,2020-04-03
不丹,4,0,0,2020-04-03
安提瓜和巴布达,7,0,0,2020-04-03
特克斯和凯科斯群岛,5,0,0,2020-04-03
荷属圣马丁,6,0,0,2020-04-03
冈比亚,4,0,1,2020-04-03
柬埔寨,110,34,0,2020-04-03
圣马丁岛,21,0,2,2020-04-03
伯利兹,3,0,0,2020-04-03
北马里亚纳群岛联邦,6,0,1,2020-04-03
库拉索岛,11,0,1,2020-04-03
格林那达,9,0,0,2020-04-03
圣卢西亚,13,0,0,2020-04-03
新喀里多尼亚,16,0,0,2020-04-03
老挝,10,0,0,2020-04-03
圣其茨和尼维斯,8,0,0,2020-04-03
列支敦士登,72,0,0,2020-04-03
格陵兰,10,0,0,2020-04-03
梵蒂冈,6,0,0,2020-04-03
蒙特塞拉特,5,0,0,2020-04-03
文莱,134,65,1,2020-04-03
英属维尔京群岛,3,0,0,2020-04-03
圣巴泰勒米岛,6,0,0,2020-04-03
新西兰,868,50,1,2020-04-03
圣巴泰勒米,6,0,0,2020-04-03
中国,158745,147100,6608,2020-04-04
美国,278537,9920,7163,2020-04-04
巴西,9056,0,359,2020-04-04
印度,2902,183,68,2020-04-04
英国,41903,135,4313,2020-04-04
俄罗斯,394,41,5,2020-04-04
孟加拉国,70,30,8,2020-04-04
秘鲁,1414,537,55,2020-04-04
墨西哥,1688,1,60,2020-04-04
西班牙,124736,34219,11744,2020-04-04
巴基斯坦,2458,107,35,2020-04-04
阿根廷,1353,240,42,2020-04-04
埃及,985,216,66,2020-04-04
沙特阿拉伯,1885,328,21,2020-04-04
菲律宾,3094,57,144,2020-04-04
印度尼西亚,2092,64,191,2020-04-04
荷兰,16627,2954,1651,2020-04-04
伊拉克,878,259,56,2020-04-04
加拿大,12545,2321,188,2020-04-04
乌克兰,1096,23,28,2020-04-04
哈萨克斯坦,444,28,3,2020-04-04
危地马拉,47,0,1,2020-04-04
以色列,7589,427,42,2020-04-04
伊朗,55743,19736,3452,2020-04-04
阿曼,277,61,1,2020-04-04
尼日利亚,210,25,4,2020-04-04
土耳其,20921,484,425,2020-04-04
阿富汗,269,0,5,2020-04-04
亚美尼亚,770,43,7,2020-04-04
罗马尼亚,3183,220,94,2020-04-04
科威特,479,93,1,2020-04-04
阿联酋,1505,125,10,2020-04-04
阿塞拜疆,443,32,5,2020-04-04
波兰,3383,13,71,2020-04-04
白俄罗斯,394,41,5,2020-04-04
肯尼亚,126,4,4,2020-04-04
吉尔吉斯斯坦,130,0,1,2020-04-04
巴勒斯坦,193,21,1,2020-04-04
摩尔多瓦,591,22,8,2020-04-04
乌兹别克斯坦,227,25,3,2020-04-04
尼泊尔,9,1,0,2020-04-04
萨尔瓦多,41,0,2,2020-04-04
日本,3497,404,84,2020-04-04
新加坡,1189,266,6,2020-04-04
德国,85778,8481,1158,2020-04-04
捷克,4091,72,53,2020-04-04
波黑,575,17,16,2020-04-04
保加利亚,498,3,14,2020-04-04
苏丹,10,0,2,2020-04-04
巴林,688,399,4,2020-04-04
卢森堡,2612,174,31,2020-04-04
加纳,205,3,5,2020-04-04
埃塞俄比亚,38,4,0,2020-04-04
塞内加尔,219,72,2,2020-04-04
摩洛哥,844,59,50,2020-04-04
阿尔巴尼亚,333,10,18,2020-04-04
瑞士,19985,5657,637,2020-04-04
几内亚比绍,15,0,0,2020-04-04
韩国,10156,6325,177,2020-04-04
利比亚,17,0,1,2020-04-04
立陶宛,696,1,9,2020-04-04
拉脱维亚,493,0,1,2020-04-04
爱沙尼亚,961,48,12,2020-04-04
匈牙利,678,58,32,2020-04-04
塞浦路斯,396,0,10,2020-04-04
叙利亚,16,0,3,2020-04-04
芬兰,1615,10,20,2020-04-04
斯洛文尼亚,934,0,21,2020-04-04
尼日尔,120,0,5,2020-04-04
格鲁吉亚,156,28,0,2020-04-04
圭亚那,23,0,4,2020-04-04
泰国,2067,612,20,2020-04-04
美属维尔京群岛,33,0,0,2020-04-04
钻石公主号邮轮,712,574,11,2020-04-04
乌拉圭,386,68,4,2020-04-04
毛里求斯,196,0,7,2020-04-04
南非,1505,45,5,2020-04-04
哥伦比亚,1267,31,25,2020-04-04
瑞典,6078,17,333,2020-04-04
法国,64338,12428,6507,2020-04-04
厄瓜多尔,3163,0,146,2020-04-04
玻利维亚,123,0,8,2020-04-04
比利时,18431,2872,1283,2020-04-04
巴拿马,1317,4,32,2020-04-04
多米尼加,1380,0,60,2020-04-04
洪都拉斯,219,0,14,2020-04-04
智利,3737,335,22,2020-04-04
葡萄牙,9886,22,246,2020-04-04
意大利,120281,19758,14681,2020-04-04
波多黎各,316,0,12,2020-04-04
塞尔维亚,1476,0,31,2020-04-04
委内瑞拉,144,0,3,2020-04-04
哥斯达黎加,375,0,2,2020-04-04
法属圭亚那,55,0,0,2020-04-04
科特迪瓦,218,19,1,2020-04-04
海地,16,0,0,2020-04-04
阿尔及利亚,1171,62,105,2020-04-04
刚果（金）,148,3,16,2020-04-04
北马其顿,430,1,13,2020-04-04
喀麦隆,509,17,8,2020-04-04
卡塔尔,1075,72,5,2020-04-04
中非共和国,8,0,0,2020-04-04
马达加斯加,70,0,0,2020-04-04
丹麦,3757,894,139,2020-04-04
马约特,128,0,2,2020-04-04
尼加拉瓜,5,0,1,2020-04-04
加蓬,21,1,1,2020-04-04
澳大利亚,5548,119,30,2020-04-04
希腊,1613,19,59,2020-04-04
巴拉圭,96,1,3,2020-04-04
赤道几内亚,16,1,0,2020-04-04
索马里,7,1,0,2020-04-04
奥地利,11383,2022,168,2020-04-04
古巴,233,0,6,2020-04-04
刚果（布）,45,2,5,2020-04-04
马拉维,4,0,0,2020-04-04
吉布提,50,8,0,2020-04-04
几内亚,73,2,0,2020-04-04
黑山,174,0,2,2020-04-04
克罗地亚,1079,88,8,2020-04-04
贝宁,16,2,0,2020-04-04
黎巴嫩,520,50,17,2020-04-04
纳米比亚,14,3,0,2020-04-04
马里,41,1,3,2020-04-04
赞比亚共和国,39,2,1,2020-04-04
牙买加,44,0,3,2020-04-04
津巴布韦,9,0,1,2020-04-04
卢旺达,89,0,0,2020-04-04
斯里兰卡,162,24,5,2020-04-04
圣马力诺,245,2,30,2020-04-04
利比里亚,10,3,1,2020-04-04
多哥,40,17,2,2020-04-04
留尼旺,308,0,0,2020-04-04
挪威,5356,0,48,2020-04-04
塞拉利昂,4,0,0,2020-04-04
爱尔兰,4273,0,120,2020-04-04
马尔代夫,19,13,0,2020-04-04
斯洛伐克,471,8,1,2020-04-04
约旦,310,45,5,2020-04-04
安道尔,439,16,16,2020-04-04
坦桑尼亚,20,3,1,2020-04-04
马恩岛,71,0,1,2020-04-04
